Item_ID	Sentence	Trace	SentenceParse
6619:89	i, i, i guess, 0 in my own, * having had the whole three or four minutes 0 * to, you know, give it a great deal of thought *t*-1, you know, um, i, i think 0 i agree with you one hundred percent about it being some sort of voluntary,	adjunct	(TOP (S (EDITED (RM (-DFL- \[)) (EDITED (RM (-DFL- \[)) (NP-SBJ (PRP I)) (, ,) (IP (-DFL- \+))) (NP-SBJ (PRP I)) (, ,) (RS (-DFL- \])) (IP (-DFL- \+))) (NP-SBJ (PRP I)) (RS (-DFL- \])) (VP (VBP guess) (, ,) (SBAR (-NONE- 0) (S (PP (IN in) (NP (PRP$ my) (JJ own))) (, ,) (S-ADV (NP-SBJ (-NONE- *)) (VP (VBG having) (VP (VBN had) (NP (NP (DT the) (JJ whole) (QP (CD three) (CC or) (CD four)) (NNS minutes)) (SBAR (WHADVP-1 (-NONE- 0)) (S (NP-SBJ (-NONE- *)) (VP (TO to) (PRN (, ,) (S (NP-SBJ (PRP you)) (VP (VBP know))) (, ,)) (VP (VB give) (NP (PRP it)) (NP (NP (DT a) (JJ great) (NN deal)) (PP (IN of) (NP (NN thought)))) (ADVP-TMP (-NONE- *T*-1)))))))))) (PRN (, ,) (S (NP-SBJ (PRP you)) (VP (VBP know))) (, ,)) (INTJ (UH Um)) (, ,) (EDITED (RM (-DFL- \[)) (NP-SBJ (PRP I)) (, ,) (IP (-DFL- \+))) (NP-SBJ (PRP I)) (RS (-DFL- \])) (VP (VBP think) (SBAR (-NONE- 0) (S (NP-SBJ (PRP I)) (VP (VBP agree) (PP (IN with) (NP (PRP you))) (NP-EXT (QP (CD one) (CD hundred)) (NN percent)) (PP (IN about) (S-NOM (NP-SBJ (PRP it)) (VP (VBG being) (NP-PRD (NP (DT some) (NN sort)) (PP (IN of) (NP-UNF (JJ voluntary)))))))))))))) (, ,) (-DFL- E_S)))
6773:39	she started some type of, um, national organization for youth to volunteer *-2 to teach, tutor other kids to read and, you know, do different service projects like that and trying * to get youth more directed towards, you know, helpful things,	adjunct	(TOP (S (NP-SBJ (PRP She)) (VP (VBD started) (NP (NP (DT some) (NN type)) (PP (IN of) (, ,) (INTJ (UH um)) (, ,) (NP (NP (JJ national) (NN organization)) (SBAR (IN for) (S (NP-SBJ-2 (NN youth)) (VP (TO to) (VP (VB volunteer) (S (NP-SBJ (-NONE- *-2)) (VP (TO to) (EDITED (RM (-DFL- \[)) (VP (VB teach)) (, ,) (IP (-DFL- \+))) (VP (VB tutor) (RS (-DFL- \])) (S (NP-SBJ (JJ other) (NNS kids)) (VP (VP (TO to) (VP (VB read))) (CC and) (PRN (, ,) (S (NP-SBJ (PRP you)) (VP (VBP know))) (, ,)) (VP (VB do) (NP (NP (JJ different) (NN service) (NNS projects)) (PP (IN like) (NP (DT that)))))))))))))) (X (CC and)) (VP (VBG trying) (S (NP-SBJ (-NONE- *)) (VP (TO to) (VP (VB get) (S (NP-SBJ (NN youth)) (ADJP-PRD (RBR more) (JJ directed) (PP (IN towards) (PRN (, ,) (S (NP-SBJ (PRP you)) (VP (VBP know))) (, ,)) (NP (JJ helpful) (NNS things))))))))))))) (, ,) (-DFL- E_S)))
7156:27	so i never have time 0 * to deal with them *t*-1.	adjunct	(TOP (S (RB so) (NP-SBJ (PRP I)) (ADVP-TMP (RB never)) (VP (VBP have) (NP (NP (NN time)) (SBAR (WHADVP-1 (-NONE- 0)) (S (NP-SBJ (-NONE- *)) (VP (TO to) (VP (VB deal) (PP (IN with) (NP (PRP them))) (ADVP (-NONE- *T*-1)))))))) (. .) (-DFL- E_S)))
7354:31	that's, uh, only way 0 * to do it *t*-1.	adjunct	(TOP (S (NP-SBJ (DT That)) (VP (BES 's) (, ,) (INTJ (UH uh)) (, ,) (NP-PRD (NP (JJ only) (NN way)) (SBAR (WHADVP-1 (-NONE- 0)) (S (NP-SBJ (-NONE- *)) (VP (TO to) (VP (VB do) (NP (PRP it)) (ADVP-MNR (-NONE- *T*-1)))))))) (. .) (-DFL- E_S)))
7367:54	but, you know, * seems like there's just so many things 0 * to do *t*-1 down here,	object	(TOP (S (CC but) (PRN (, ,) (S (NP-SBJ (PRP you)) (VP (VBP know))) (, ,)) (NP-SBJ (-NONE- *)) (VP (VBZ seems) (SBAR (IN like) (S (NP-SBJ (EX there)) (VP (BES 's) (ADVP (RB just)) (NP-PRD (NP (ADJP (RB so) (JJ many)) (NNS things)) (SBAR (WHNP-1 (-NONE- 0)) (S (NP-SBJ (-NONE- *)) (VP (TO to) (VP (VB do) (NP (-NONE- *T*-1)) (PP-LOC (IN down) (ADVP (RB here)))))))))))) (, ,) (-DFL- E_S)))
7542:69	and then once they do get elected *-1, they don't have the power or the authority or the willingness 0 *-4 to do those things that they promised *t*-2, you know, beforehand *t*-3.	object	(TOP (S (CONJP (CC and) (RB then)) (SBAR-TMP (IN once) (S (NP-SBJ-1 (PRP they)) (VP (VBP do) (VP (VB get) (VP (VBN elected) (NP (-NONE- *-1))))))) (, ,) (NP-SBJ-4 (PRP they)) (VP (VBP do) (RB n't) (VP (VB have) (NP (NP (DT the) (NN power)) (CC or) (NP (DT the) (NN authority)) (CC or) (NP (DT the) (NN willingness)) (SBAR (WHADVP-3 (-NONE- 0)) (S (NP-SBJ (-NONE- *-4)) (VP (TO to) (VP (VB do) (NP (NP (DT those) (NNS things)) (SBAR (WHNP-2 (WDT that)) (S (NP-SBJ (PRP they)) (VP (VBD promised) (NP (-NONE- *T*-2)) (PRN (, ,) (S (NP-SBJ (PRP you)) (VP (VBP know))) (, ,)) (ADVP-TMP (RB beforehand)))))) (ADVP (-NONE- *T*-3))))))))) (. .) (-DFL- E_S)))
7739:54	well, what do you think *t*-1 about nolan ryan being the first baseball player 0 *t*-2 to earn a million dollars?	neither	(TOP (SBARQ (INTJ (UH Well)) (, ,) (WHNP-1 (WP what)) (SQ (VBP do) (NP-SBJ (PRP you)) (VP (VB think) (NP (-NONE- *T*-1)) (PP (IN about) (S-NOM (NP-SBJ (NNP Nolan) (NNP Ryan)) (VP (VBG being) (NP-PRD (NP (DT the) (JJ first) (NN baseball) (NN player)) (SBAR (WHNP-2 (-NONE- 0)) (S (NP-SBJ (-NONE- *T*-2)) (VP (TO to) (VP (VB earn) (NP (DT a) (CD million) (NNS dollars)))))))))))) (. ?) (-DFL- E_S)))
7892:34	oh. well, that's the way 0 * to do it *t*-1.	adjunct	(TOP (S (INTJ (UH Oh)) (. .) (INTJ (UH Well)) (, ,) (NP-SBJ (DT that)) (VP (BES 's) (NP-PRD (NP (DT the) (NN way)) (SBAR (WHADVP-1 (-NONE- 0)) (S (NP-SBJ (-NONE- *)) (VP (TO to) (VP (VB do) (NP (PRP it)) (ADVP-MNR (-NONE- *T*-1)))))))) (. .) (-DFL- E_S)))
7939:25	is that a tough system 0 * to be in *t*-1?	adjunct	(TOP (SQ (VBZ Is) (NP-SBJ (DT that)) (NP-PRD (NP (DT a) (JJ tough) (NN system)) (SBAR (WHNP-1 (-NONE- 0)) (S (NP-SBJ (-NONE- *)) (VP (TO to) (VP (VB be) (PP-LOC-PRD (IN in) (NP (-NONE- *T*-1)))))))) (. ?) (-DFL- E_S)))
8269:24	i don't have the patience *-1 to read.	neither	(TOP (S (NP-SBJ-1 (PRP I)) (VP (VBP do) (RB n't) (VP (VB have) (NP (DT the) (NN patience) (S (NP-SBJ (-NONE- *-1)) (VP (TO to) (VP (VB read))))))) (. .) (-DFL- E_S)))
8339:27	we were the fourth *ich*-1 0 *t*-2 to build out of three hundred and forty houses.	neither	(TOP (S (NP-SBJ (PRP we)) (VP (VBD were) (NP-PRD (NP (DT the) (JJ fourth)) (PP (-NONE- *ICH*-1)) (SBAR (WHNP-2 (-NONE- 0)) (S (NP-SBJ (-NONE- *T*-2)) (VP (TO to) (VP (VB build)))))) (PP-1 (IN out) (PP (IN of) (NP (QP (CD three) (CD hundred) (CC and) (CD forty)) (NNS houses))))) (. .) (-DFL- E_S)))
8343:48	so, i would, uh, not recommend f and j house 0 for my dog to live in *t*-1, uh, because they're overpriced, uh,	adjunct	(TOP (S (RB So) (, ,) (NP-SBJ (PRP I)) (VP (MD would) (, ,) (INTJ (UH uh)) (, ,) (RB not) (VP (VB recommend) (NP (NP (NNP F) (CC and) (NNP J) (NN house)) (SBAR (WHNP-1 (-NONE- 0)) (IN for) (S (NP-SBJ (PRP$ my) (NN dog)) (VP (TO to) (VP (VB live) (PP-LOC (IN in) (NP (-NONE- *T*-1)))))))) (, ,) (INTJ (UH uh)) (, ,) (SBAR-PRP (IN because) (S (NP-SBJ (PRP they)) (VP (VBP 're) (ADJP-PRD (JJ overpriced))))) (, ,) (INTJ (UH uh)))) (, ,) (-DFL- E_S)))
8347:55	and, um, you can call it a home because it's a place 0 * to go home and keep the rain off your head *t*-1,	adjunct	(TOP (S (CC and) (, ,) (INTJ (UH um)) (, ,) (NP-SBJ (PRP you)) (VP (MD can) (VP (VB call) (S (NP-SBJ (PRP it)) (NP-PRD (DT a) (NN home)) (SBAR-PRP (IN because) (S (NP-SBJ (PRP it)) (VP (BES 's) (NP-PRD (NP (DT a) (NN place)) (SBAR (WHADVP-1 (-NONE- 0)) (S (NP-SBJ (-NONE- *)) (VP (TO to) (VP (VP (VB go) (ADVP-DIR (RB home))) (CC and) (VP (VB keep) (NP (DT the) (NN rain)) (PP (IN off) (NP (PRP$ your) (NN head)))) (ADVP-LOC (-NONE- *T*-1))))))))))))) (, ,) (-DFL- E_S)))
8413:23	well, have you any plans * to, uh, maybe, uh, expand or move onward?	neither	(TOP (SQ (INTJ (UH well)) (, ,) (VBP have) (NP-SBJ (PRP you)) (NP (DT any) (NNS plans) (S (NP-SBJ (-NONE- *)) (VP (TO to) (, ,) (INTJ (UH uh)) (, ,) (ADVP (RB maybe)) (, ,) (INTJ (UH uh)) (, ,) (VP (VP (VB expand)) (CC or) (VP (VB move) (ADVP (RB onward))))))) (. ?) (-DFL- E_S)))
8602:33	basically the united states is the cheapest country 0 * to call out of *t*-1.	adjunct	(TOP (S (ADVP (RB basically)) (NP-SBJ (DT the) (NNP United) (NNP States)) (VP (VBZ is) (NP-PRD (NP (DT the) (JJS cheapest) (NN country)) (SBAR (WHNP-1 (-NONE- 0)) (S (NP-SBJ (-NONE- *)) (VP (TO to) (VP (VB call) (PP (IN out) (PP (IN of) (NP (-NONE- *T*-1)))))))))) (. .) (-DFL- E_S)))
8619:27	um, i got money 0 * to pay that, too *t*-1.	adjunct	(TOP (S (INTJ (UH Um)) (, ,) (NP-SBJ (PRP I)) (VP (VBN got) (NP (NP (NN money)) (SBAR (WHADVP-1 (-NONE- 0)) (S (NP-SBJ (-NONE- *)) (VP (TO to) (VP (VB pay) (NP (DT that)) (, ,) (ADVP (RB too)) (ADVP (-NONE- *T*-1)))))))) (. .) (-DFL- E_S)))
8876:26	but then, i get the opportunity *-1 to vacuum,	neither	(TOP (S (CC but) (ADVP-TMP (RB then)) (, ,) (NP-SBJ-1 (PRP I)) (VP (VBP get) (NP (DT the) (NN opportunity) (S (NP-SBJ (-NONE- *-1)) (VP (TO to) (VP (VB vacuum)))))) (, ,) (-DFL- E_S)))
8893:24	i haven't had much opportunity *-1 to work on any other craft stuff lately	neither	(TOP (S (NP-SBJ-1 (PRP I)) (VP (VBP have) (RB n't) (VP (VBN had) (NP (JJ much) (NN opportunity) (S (NP-SBJ (-NONE- *-1)) (VP (TO to) (VP (VB work) (PP (IN on) (NP (DT any) (JJ other) (NN craft) (NN stuff))) (ADVP-TMP (RB lately)))))))) (-DFL- E_S)))
8917:58	she enjoys *-1 doing it during the cold weather because she's always got something 0 * to cover her, her legs and feet with *t*-2 while she is working on it.	adjunct	(TOP (S (NP-SBJ-1 (PRP She)) (VP (VBZ enjoys) (S (NP-SBJ (-NONE- *-1)) (VP (VBG doing) (NP (PRP it)) (PP-TMP (IN during) (NP (DT the) (JJ cold) (NN weather))))) (SBAR-PRP (IN because) (S (NP-SBJ (PRP she)) (VP (HVS 's) (ADVP-TMP (RB always)) (VP (VBN got) (NP (NP (NN something)) (SBAR (WHNP-2 (-NONE- 0)) (S (NP-SBJ (-NONE- *)) (VP (TO to) (VP (VB cover) (EDITED (RM (-DFL- \[)) (NP-UNF (PRP$ her)) (, ,) (IP (-DFL- \+))) (NP (PRP$ her) (RS (-DFL- \])) (NNS legs) (CC and) (NNS feet)) (PP (IN with) (NP (-NONE- *T*-2))) (SBAR-TMP (IN while) (S (NP-SBJ (PRP she)) (VP (VBZ is) (VP (VBG working) (PP (IN on) (NP (PRP it))))))))))))))))) (. .) (-DFL- E_S)))
8976:61	well, i guess 0 that's, 0 that's one way 0 * to end a conversation *t*-1.	adjunct	(TOP (S (INTJ (UH Well)) (, ,) (NP-SBJ (PRP I)) (VP (VBP guess) (EDITED (RM (-DFL- \[)) (SBAR (-NONE- 0) (S (NP-SBJ (DT that)) (VP-UNF (BES 's)))) (, ,) (IP (-DFL- \+))) (SBAR (-NONE- 0) (S (NP-SBJ (DT that)) (VP (BES 's) (RS (-DFL- \])) (NP-PRD (NP (CD one) (NN way)) (SBAR (WHADVP-1 (-NONE- 0)) (S (NP-SBJ (-NONE- *)) (VP (TO to) (VP (VB end) (NP (DT a) (NN conversation)) (ADVP-MNR (-NONE- *T*-1))))))))))) (. .) (-DFL- E_S)))
9021:38	and i'm not sure when a good time 0 * to plant those *t*-2 is *t*-1, if they should be planted *-3 early or later.	adjunct	(TOP (S (CC and) (NP-SBJ (PRP I)) (VP (VBP 'm) (RB not) (ADJP-PRD (JJ sure) (SBAR (WHADVP-1 (WRB when)) (S (NP-SBJ (NP (DT a) (JJ good) (NN time)) (SBAR (WHADVP-2 (-NONE- 0)) (S (NP-SBJ (-NONE- *)) (VP (TO to) (VP (VB plant) (NP (DT those)) (ADVP-TMP (-NONE- *T*-2))))))) (VP (VBZ is) (ADVP-TMP-PRD (-NONE- *T*-1))))) (, ,) (SBAR (IN if) (S (NP-SBJ-3 (PRP they)) (VP (MD should) (VP (VB be) (VP (VBN planted) (NP (-NONE- *-3)) (ADVP-TMP (RB early) (CC or) (RB later))))))))) (. .) (-DFL- E_S)))
9243:26	now is a wonderful time 0 * to smack a fifty cent a gallon tax on gasoline *t*-1, so that we don't, uh, run into the kind of problems 0 we recently had *t*-2	adjunct	(TOP (S (NP-SBJ (RB now)) (VP (VBZ is) (NP-PRD (NP (DT a) (JJ wonderful) (NN time)) (SBAR (WHADVP-1 (-NONE- 0)) (S (NP-SBJ (-NONE- *)) (VP (TO to) (VP (VB smack) (NP (DT a) (ADJP (CD fifty) (NN cent) (DT a) (NN gallon)) (NN tax)) (PP (IN on) (NP (NN gasoline))) (ADVP-TMP (-NONE- *T*-1))))))) (, ,) (SBAR-PRP (IN so) (IN that) (S (NP-SBJ (PRP we)) (VP (VBP do) (RB n't) (, ,) (INTJ (UH uh)) (, ,) (VP (VB run) (PP (IN into) (NP (NP (DT the) (NN kind)) (PP (IN of) (NP (NP (NNS problems)) (SBAR (WHNP-2 (-NONE- 0)) (S (NP-SBJ (PRP we)) (ADVP-TMP (RB recently)) (VP (VBD had) (NP (-NONE- *T*-2)))))))))))))) (-DFL- E_S)))
9910:28	but there's no food 0 for them to buy *t*-1,	object	(TOP (S (CC but) (NP-SBJ (EX there)) (VP (BES 's) (NP-PRD (NP (DT no) (NN food)) (SBAR (WHNP-1 (-NONE- 0)) (IN for) (S (NP-SBJ (PRP them)) (VP (TO to) (VP (VB buy) (NP (-NONE- *T*-1)))))))) (, ,) (-DFL- E_S)))
9925:34	they've got a lot of adjustments 0 * to make *t*-1 with *-3 coming out of what they've been through *t*-2 now,	object	(TOP (S (NP-SBJ (PRP they)) (VP (VBP 've) (VP (VBN got) (NP (NP (DT a) (NN lot)) (PP (IN of) (NP (NP (NNS adjustments)) (SBAR (WHNP-1 (-NONE- 0)) (S (NP-SBJ-3 (-NONE- *)) (VP (TO to) (VP (VB make) (NP (-NONE- *T*-1)) (PP (IN with) (S-NOM (NP-SBJ (-NONE- *-3)) (VP (VBG coming) (PRT (RP out)) (PP (IN of) (SBAR-NOM (WHNP-2 (WP what)) (S (NP-SBJ (PRP they)) (VP (VBP 've) (VP (VBN been) (PP-PRD (IN through) (NP (-NONE- *T*-2))) (ADVP-TMP (RB now))))))))))))))))))) (, ,) (-DFL- E_S)))
9931:27	when they give you the freedom * to take care of yourself *t*-1 then that puts some responsibility on you as well.	neither	(TOP (S (SBAR-TMP (WHADVP-1 (WRB when)) (S (NP-SBJ (PRP they)) (VP (VBP give) (NP (PRP you)) (NP (DT the) (NN freedom) (S (NP-SBJ (-NONE- *)) (VP (TO to) (VP (VB take) (NP (NN care)) (PP (IN of) (NP (PRP yourself))))))) (ADVP-TMP (-NONE- *T*-1))))) (ADVP (RB then)) (NP-SBJ (DT that)) (VP (VBZ puts) (NP (DT some) (NN responsibility)) (PP-PUT (IN on) (NP (PRP you))) (ADVP (IN as) (RB well))) (. .) (-DFL- E_S)))
11089:24	there's just not any push * to recycle.	neither	(TOP (S (NP-SBJ (EX There)) (VP (BES 's) (ADVP (RB just)) (RB not) (NP-PRD (DT any) (NN push) (S (NP-SBJ (-NONE- *)) (VP (TO to) (VP (VB recycle)))))) (. .) (-DFL- E_S)))
11120:77	um, i put out a, a trash can and, and 0 for people to put their aluminum cans in *t*-1,	adjunct	(TOP (S (INTJ (UH Um)) (, ,) (NP-SBJ (PRP I)) (VP (VBD put) (PRT (RB out)) (EDITED (RM (-DFL- \[)) (NP-UNF (DT a)) (, ,) (IP (-DFL- \+))) (NP (NP (DT a) (RS (-DFL- \])) (NN trash) (NN can)) (EDITED (RM (-DFL- \[)) (EDITED (RM (-DFL- \[)) (CC and) (, ,) (IP (-DFL- \+))) (CC and) (RS (-DFL- \])) (IP (-DFL- \+)) (RS (-DFL- \]))) (SBAR (WHNP-1 (-NONE- 0)) (IN for) (S (NP-SBJ (NNS people)) (VP (TO to) (VP (VB put) (NP (PRP$ their) (NN aluminum) (NNS cans)) (PP-PUT (IN in) (NP (-NONE- *T*-1))))))))) (, ,) (-DFL- E_S)))
11276:24	those are perfect boxes 0 * to put files in *t*-1.	adjunct	(TOP (S (NP-SBJ (DT Those)) (VP (VBP are) (NP-PRD (NP (JJ perfect) (NNS boxes)) (SBAR (WHNP-1 (-NONE- 0)) (S (NP-SBJ (-NONE- *)) (VP (TO to) (VP (VB put) (NP (NNS files)) (PP-PUT (RP in) (NP (-NONE- *T*-1))))))))) (. .) (-DFL- E_S)))
11410:30	or we didn't have time 0 * to do those bins *t*-1 or something	adjunct	(TOP (S (CC or) (NP-SBJ (PRP we)) (VP (VP (VBD did) (RB n't) (VP (VB have) (NP (NP (NN time)) (SBAR (WHADVP-1 (-NONE- 0)) (S (NP-SBJ (-NONE- *)) (VP (TO to) (VP (VB do) (NP (DT those) (NNS bins)) (ADVP-TMP (-NONE- *T*-1))))))))) (CC or) (NP-ETC (NN something))) (-DFL- E_S)))
12066:96	the, uh, united states and canada are i guess, is, is, going into, uh, some types of agreements * to limit, uh, what *t*-1's being given *-2 out by power plants,	object	(TOP (S (NP-SBJ (NP (DT The) (, ,) (INTJ (UH uh)) (, ,) (NNP United) (NNPS States)) (CC and) (NP (NNP Canada))) (EDITED (RM (-DFL- \[)) (EDITED (RM (-DFL- \[)) (VP-UNF (VBP are) (PRN (S (NP-SBJ (PRP I)) (VP (VBP guess))))) (, ,) (IP (-DFL- \+))) (VP-UNF (VBZ is)) (, ,) (RS (-DFL- \])) (IP (-DFL- \+))) (VP (VBZ is) (, ,) (RS (-DFL- \])) (VP (VBG going) (PP (IN into) (, ,) (INTJ (UH uh)) (, ,) (NP (NP (DT some) (NNS types)) (PP (IN of) (NP (NNS agreements) (S (NP-SBJ (-NONE- *)) (VP (TO to) (VP (VB limit) (, ,) (INTJ (UH uh)) (, ,) (SBAR-NOM (WHNP-1 (WP what)) (S (NP-SBJ-2 (-NONE- *T*-1)) (VP (BES 's) (VP (VBG being) (VP (VBN given) (NP (-NONE- *-2)) (PRT (RP out)) (PP (IN by) (NP-LGS (NN power) (NNS plants))))))))))))))))) (, ,) (-DFL- E_S)))
12381:53	if, if you remember, the vote in the congress 0 * to authorize war *t*-1, if necessary, was actually pretty close.	adjunct	(TOP (S (SBAR-ADV (EDITED (RM (-DFL- \[)) (SBAR-ADV-UNF (IN if)) (, ,) (IP (-DFL- \+))) (IN if) (RS (-DFL- \])) (S (NP-SBJ (PRP you)) (VP (VBP remember)))) (, ,) (NP-SBJ (NP (DT the) (NN vote)) (PP (IN in) (NP (DT the) (NNP Congress))) (SBAR (WHADVP-1 (-NONE- 0)) (S (NP-SBJ (-NONE- *)) (VP (TO to) (VP (VB authorize) (NP (VBD war)) (ADVP (-NONE- *T*-1)) (, ,) (SBAR-ADV (IN if) (FRAG (ADJP (JJ necessary))))))))) (, ,) (VP (VBD was) (ADVP (RB actually)) (ADVP-PRD (RB pretty) (JJ close))) (. .) (-DFL- E_S)))
12419:75	but, i, i, i know that there's a lot of reasons 0 * to wait longer *t*-1	adjunct	(TOP (S (CC but) (, ,) (EDITED (RM (-DFL- \[)) (EDITED (RM (-DFL- \[)) (NP-SBJ (PRP I)) (, ,) (IP (-DFL- \+))) (NP-SBJ (PRP I)) (, ,) (RS (-DFL- \])) (IP (-DFL- \+))) (NP-SBJ (PRP I)) (RS (-DFL- \])) (VP (VBP know) (SBAR (IN that) (S (NP-SBJ (EX there)) (VP (BES 's) (NP-PRD (NP (DT a) (NN lot)) (PP (IN of) (NP (NP (NNS reasons)) (SBAR (WHADVP-1 (-NONE- 0)) (S (NP-SBJ (-NONE- *)) (VP (TO to) (VP (VB wait) (ADVP (RB longer)) (ADVP (-NONE- *T*-1))))))))))))) (-DFL- E_S)))
13175:72	uh, i think that, uh, really it *exp*-1 wouldn't hurt most of the young people of the country * to have * to go and do voluntary service.	adjunct	(TOP (S (INTJ (UH Uh)) (, ,) (NP-SBJ (PRP I)) (VP (VBP think) (SBAR (DT that) (, ,) (INTJ (UH uh)) (, ,) (S (ADVP (RB really)) (NP-SBJ (NP (PRP it)) (S (-NONE- *EXP*-1))) (VP (MD would) (RB n't) (VP (VB hurt) (NP (NP (NP (RBS most)) (PP (IN of) (NP (NP (DT the) (JJ young) (NNS people)) (PP (IN of) (NP (DT the) (NN country)))))) (S-1 (NP-SBJ (-NONE- *)) (VP (TO to) (VP (VB have) (S (NP-SBJ (-NONE- *)) (VP (TO to) (VP (VP (VB go)) (CC and) (VP (VB do) (NP (JJ voluntary) (NN service))))))))))))))) (. .) (-DFL- E_S)))
13261:34	but, uh, it gave them something 0 * to do *t*-1.	object	(TOP (S (CC but) (, ,) (INTJ (UH uh)) (, ,) (NP-SBJ (PRP it)) (VP (VBD gave) (NP (PRP them)) (NP (NP (NN something)) (SBAR (WHNP-1 (-NONE- 0)) (S (NP-SBJ (-NONE- *)) (VP (TO to) (VP (VB do) (NP (-NONE- *T*-1)))))))) (. .) (-DFL- E_S)))
13303:34	but i haven't had that much time 0 * to think about it *t*-1, either.	adjunct	(TOP (S (CC but) (NP-SBJ (PRP I)) (VP (VBP have) (RB n't) (VP (VBN had) (NP (NP (ADJP (RB that) (JJ much)) (NN time)) (SBAR (WHADVP-1 (-NONE- 0)) (S (NP-SBJ (-NONE- *)) (VP (TO to) (VP (VB think) (PP (IN about) (NP (PRP it))) (ADVP-TMP (-NONE- *T*-1))))))) (, ,) (ADVP (RB either)))) (. .) (-DFL- E_S)))
13345:89	and you wonder, well, who *t*-1's going *-2 to get ahold of this and think, um, that's a nice place 0 * to go *-3 rob *t*-4.	object	(TOP (S (CC and) (NP-SBJ (PRP you)) (VP (VBP wonder) (, ,) (SBARQ-SEZ (INTJ (UH well)) (, ,) (WHNP-1 (WP who)) (SQ (NP-SBJ-2 (-NONE- *T*-1)) (VP (BES 's) (VP (VBG going) (S (NP-SBJ (-NONE- *-2)) (VP (TO to) (VP (VP (VB get) (NP (NP (RB ahold)) (PP (IN of) (NP (DT this))))) (CC and) (VP (VBP think) (, ,) (INTJ (UH um)) (, ,) (S-SEZ (NP-SBJ (DT that)) (VP (BES 's) (NP-PRD (NP (DT a) (JJ nice) (NN place)) (SBAR (WHNP-4 (-NONE- 0)) (S (NP-SBJ-3 (-NONE- *)) (VP (TO to) (VP (VB go) (S (NP-SBJ (-NONE- *-3)) (VP (VB rob) (NP (-NONE- *T*-4)))))))))))))))))))) (. .) (-DFL- E_S)))
13449:82	i know 0 when i sit down with the family and want *-1 to have the opportunity, you know, * to talk and see what *t*-2's going on and all those things *t*-3,	adjunct	(TOP (S (NP-SBJ (PRP I)) (VP (VBP know) (SBAR (-NONE- 0) (S-UNF (SBAR-TMP (WHADVP-3 (WRB when)) (S (NP-SBJ-1 (PRP I)) (VP (VP (VB sit) (ADVP (RB down)) (PP (IN with) (NP (DT the) (NN family)))) (CC and) (VP (VB want) (S (NP-SBJ (-NONE- *-1)) (VP (TO to) (VP (VB have) (NP (DT the) (NN opportunity) (PRN (, ,) (RM (-DFL- \[)) (S (NP-SBJ (PRP you)) (VP (VBP know))) (, ,)) (IP (-DFL- \+)) (RS (-DFL- \])) (S (NP-SBJ (-NONE- *)) (VP (TO to) (VP (VP (VB talk)) (CC and) (VP (VB see) (SBAR (WHNP-2 (WP what)) (S (NP-SBJ (-NONE- *T*-2)) (VP (BES 's) (VP (VBG going) (PRT (RP on))))))) (CC and) (NP-ETC (PDT all) (DT those) (NNS things)))))))))) (ADVP-TMP (-NONE- *T*-3)))))))) (, ,) (-DFL- E_S)))
13738:72	i, i don't know that i, uh, felt myself necessarily encumbered *-1 with the necessity * to have heirs.	neither	(TOP (S (EDITED (RM (-DFL- \[)) (NP-SBJ (PRP I)) (, ,) (IP (-DFL- \+))) (NP-SBJ (PRP I)) (RS (-DFL- \])) (VP (VBP do) (RB n't) (VP (VB know) (SBAR (DT that) (S (NP-SBJ (PRP I)) (, ,) (INTJ (UH uh)) (, ,) (VP (VBD felt) (S (NP-SBJ-1 (PRP myself)) (ADVP (RB necessarily)) (VP (VBN encumbered) (NP (-NONE- *-1)) (PP (IN with) (NP (DT the) (NN necessity) (S (NP-SBJ (-NONE- *)) (VP (TO to) (VP (VB have) (NP (NNS heirs)))))))))))))) (. .) (-DFL- E_S)))
14000:54	but i, i don't really have too much more 0 * to say *t*-1 on this topic, i guess 0 *t*-2.	object	(TOP (S (CC but) (S-TPC-2 (EDITED (RM (-DFL- \[)) (NP-SBJ (PRP I)) (, ,) (IP (-DFL- \+))) (NP-SBJ (PRP I)) (RS (-DFL- \])) (VP (VBP do) (RB n't) (ADVP (RB really)) (VP (VB have) (NP (NP (ADJP (ADVP (RB too) (RB much)) (JJR more))) (SBAR (WHNP-1 (-NONE- 0)) (S (NP-SBJ (-NONE- *)) (VP (TO to) (VP (VB say) (NP (-NONE- *T*-1))))))) (PP (IN on) (NP (DT this) (NN topic)))))) (, ,) (NP-SBJ (PRP I)) (VP (VBP guess) (SBAR (-NONE- 0) (S (-NONE- *T*-2)))) (. .) (-DFL- E_S)))
14034:30	i don't usually have time 0 * to read the newspaper everyday *t*-1,	adjunct	(TOP (S (NP-SBJ (PRP I)) (VP (VBP do) (RB n't) (ADVP-TMP (RB usually)) (VP (VB have) (NP (NP (NN time)) (SBAR (WHADVP-1 (-NONE- 0)) (S (NP-SBJ (-NONE- *)) (VP (TO to) (VP (VB read) (NP (DT the) (NN newspaper)) (NP-TMP (^DT^NN everyday)) (ADVP-TMP (-NONE- *T*-1))))))))) (, ,) (-DFL- E_S)))
